,win,nomination
nm0203429,1,0
nm1662702,,
nm1691076,2,0
nm0313022,1,2
nm0210938,9,3
nm3239138,3,0
nm0408086,,
nm0110654,53,4
nm0196350,0,3
nm0442194,3,0
nm0004621,,
nm8812528,,
nm0643539,1,1
nm0410478,4,12
nm4103556,2,12
nm4002493,,
nm1037826,1,3
nm0660347,1,0
nm2083605,,
nm0727972,,
nm0490736,3,11
nm1983939,,
nm4919831,,
nm0824782,3,5
nm0464742,,
nm1384445,4,0
nm3057237,16,4
nm0173684,7,1
nm1645959,1,1
nm0014602,,
nm1626425,5,1
nm4396982,2,2
nm2155679,12,23
nm0577416,,
nm0409079,,
nm3590476,0,2
nm1331687,,
nm0528186,18,14
nm0712013,,
nm0826369,1,1
nm0909770,,
nm9391975,1,2
nm0704517,,
nm0122335,,
nm0994358,3,0
nm0616305,,
nm0937074,4,3
nm3681509,3,5
nm2165634,1,0
nm1840943,5,3
nm1099646,5,1
nm0883972,,
nm0682309,0,1
nm3884087,4,2
nm0578690,5,5
nm0418925,1,0
nm5917404,,
nm2148858,,
nm0420668,3,7
nm0176262,,
nm0226148,2,7
nm0170043,53,39
nm0723285,8,11
nm0718646,63,73
nm2133235,0,2
nm1586120,19,1
nm4658533,8,16
nm0229914,2,0
nm1119079,24,38
nm0827806,1,0
nm8302351,,
nm0387354,,
nm1359410,22,8
nm0157101,,
nm1386328,1,0
nm1471017,1,2
nm4508073,,
nm1618276,4,1
nm2448988,0,1
nm3464744,3,5
nm0295031,,
nm1996251,,
nm0618898,7,6
nm0538940,0,1
nm0850283,0,1
nm0994324,54,0
nm3030296,11,9
nm3391638,5,11
nm10023062,,
nm0733435,6,10
nm0283444,,
nm2609910,0,1
nm9647722,,
nm1280706,,
nm3143252,,
nm0900712,7,5
nm0110821,,
nm8236734,,
nm0253024,1,1
nm1637785,1,6
nm1548043,13,0
nm0238110,,
nm3361351,,
nm3226803,2,1
nm0801121,0,1
nm0837354,,
nm3902574,,
nm4004257,,
nm0948012,8,6
nm0736610,,
nm1090843,1,0
nm0165412,1,3
nm0845964,6,4
nm0745199,1,1
nm4406918,,
nm2671235,1,4
nm1646563,7,6
nm8052572,4,5
nm1134802,2,2
nm1919456,1,4
nm0357143,14,18
nm4297565,4,5
nm0970388,1,0
nm1210118,1,8
nm0244110,,
nm4354445,3,7
nm1672246,9,22
nm6131392,0,1
nm1462317,1,1
nm0284388,,
nm2563124,,
nm5346909,,
nm0350758,2,1
nm1096903,,
nm0646179,2,3
nm0631349,0,1
nm5039798,,
nm5397538,4,0
nm1407803,9,14
nm3380955,1,1
nm2386198,1,0
nm4383805,,
nm1245435,0,2
nm0718321,1,1
nm0194729,7,4
nm0814517,,
nm1761722,5,2
nm5456945,0,1
nm0155246,4,5
nm2551464,0,2
nm1802093,,
nm2688488,,
nm0302087,,
nm0002726,4,2
nm1737241,1,3
nm3284880,1,1
nm0791543,5,4
nm0842689,1,0
nm0516435,,
nm1094372,2,2
nm0083111,3,2
nm9156865,,
nm0474289,6,5
nm0590813,0,2
nm0538601,,
nm1142058,2,4
nm2247200,18,26
nm1551663,,
nm2782185,1,2
nm0863477,0,4
nm6656358,,
nm0201266,,
nm0525141,1,1
nm10736351,0,1
nm0311503,2,0
nm0721944,6,3
nm0851864,3,0
nm0058884,0,2
nm10799725,,
nm4351095,,
nm0290310,1,4
nm0666209,,
nm0770083,0,1
nm0000614,19,37
nm4102676,,
nm2153004,,
nm5624036,0,1
nm5684993,1,0
nm0003403,0,5
nm0362847,1,0
nm0093550,,
nm8050687,1,0
nm0304356,1,1
nm2035446,,
nm0346334,2,2
nm3843101,,
nm4057890,,
nm8242334,,
nm1378747,,
nm0107713,,
nm5019383,2,1
nm3294339,,
nm0497934,11,1
nm0419485,0,1
nm1252405,4,0
nm0691339,0,2
nm0082699,1,4
nm0167396,2,1
nm4437599,1,1
nm1093039,34,28
nm4250442,,
nm0041474,0,2
nm2559851,1,4
nm0164868,,
nm8899761,1,3
nm0427950,,
nm6592335,27,37
nm0994537,14,14
nm6849061,4,7
nm0564678,1,3
nm0698322,4,2
nm1060975,11,4
nm7776169,1,6
nm1715549,1,2
nm4504652,,
nm3745127,,
nm0069818,3,2
nm2710958,2,1
nm0115218,2,0
nm2492376,1,8
nm10532693,,
nm0293801,,
nm0481703,,
nm9451696,6,21
nm0484307,7,19
nm6893568,,
nm0666999,1,2
nm0367547,4,0
nm2810916,2,4
nm2209781,3,13
nm1267707,5,12
nm4383938,4,3
nm0427580,0,2
nm0870204,2,2
nm4900737,,
nm1145183,7,1
nm0948488,8,10
nm1032539,1,2
nm0795585,,
nm1756590,4,6
nm0566885,4,0
nm0326246,0,4
nm0438228,0,1
nm2277864,,
nm4975262,1,5
nm0005113,9,18
nm0253259,1,1
nm4375569,2,5
nm0001789,27,12
nm0568230,6,5
nm0385050,,
nm0036349,63,40
nm6717590,2,3
nm0250034,,
nm1729163,1,0
nm0821472,1,1
nm0578697,0,2
nm3864292,8,2
nm8648863,,
nm4937797,,
nm1878470,1,1
nm0348296,,
nm1458763,1,0
nm2509927,1,1
nm0730385,5,3
nm0122428,9,5
nm1487754,2,3
nm0899458,3,1
nm4923135,4,6
nm6153739,,
nm4643845,1,1
nm0817153,12,4
nm0352191,,
nm0740270,1,1
nm0003542,12,25
nm1267084,,
nm1522294,,
nm1701136,5,4
nm0503259,2,0
nm1302290,,
nm0060076,0,1
nm2482017,7,0
nm0998389,1,0
nm0705813,11,9
nm0125186,1,0
nm0946734,16,21
nm1514817,1,4
nm0294505,1,4
nm0007973,2,4
nm1413364,0,4
nm4589011,,
nm0429634,15,9
nm4029254,0,1
nm0000398,45,81
nm0151167,0,1
nm0523932,5,7
nm1368482,1,0
nm1245865,5,1
nm0425593,7,14
nm0637641,,
nm0403951,12,0
nm0213726,,
nm0211459,6,5
nm0355145,6,2
nm6405127,6,11
nm2101256,0,3
nm0333650,,
nm0899982,1,3
nm1847876,,
nm2093933,1,1
nm0812390,4,2
nm0513617,,
nm0732430,7,4
nm0191414,,
nm0170354,,
nm9061128,,
nm5602540,2,11
nm2630870,,
nm0603294,4,1
nm0876499,,
nm1401131,1,0
nm0810946,,
nm1703702,,
nm3513907,,
nm0325709,,
nm2791904,2,0
nm4364862,0,1
nm0824220,1,11
nm2347386,0,2
nm1777588,2,4
nm1719697,2,11
nm1046082,,
nm0647776,2,1
nm0229957,0,1
nm3101700,,
nm3686875,2,8
nm2097219,0,2
nm0664519,1,4
nm1030266,,
nm0111945,5,1
nm0688497,1,3
nm0638709,2,2
nm1367933,2,2
nm0902939,1,3
nm0000519,13,38
nm1141369,5,5
nm2573820,1,3
nm0350674,,
nm6225858,2,3
nm0671862,0,3
nm0730422,3,8
nm1027719,40,29
nm0421675,5,5
nm0200005,30,30
nm1880390,1,0
nm0396913,3,3
nm0275421,,
nm0763513,,
nm0316311,,
nm1680304,1,1
nm8317035,,
nm0743889,3,0
nm0063382,0,3
nm3132095,3,5
nm0838073,1,1
nm4209533,,
nm0264072,0,1
nm1160495,1,1
nm0774990,,
nm3838717,1,0
nm1442694,7,0
nm1729126,2,1
nm7652356,0,1
nm1392450,2,1
nm2197393,,
nm0166730,,
nm0039844,,
nm0910737,0,1
nm9103074,,
nm0864778,,
nm0504297,2,1
nm1819972,5,24
nm0824306,,
nm0293570,0,2
nm0506461,2,13
nm0411085,,
nm3176024,5,0
nm5111029,2,7
nm1498023,34,8
nm1387613,,
nm1694548,13,11
nm0566833,3,14
nm1662693,0,4
nm4846476,0,2
nm0774256,,
nm2564696,,
nm1180774,2,5
nm0309163,,
nm0583654,,
nm6874360,,
nm0025435,3,4
nm0652631,0,1
nm4059153,1,0
nm0067169,1,3
nm10052921,,
nm3722454,2,2
nm0598553,2,0
nm3373450,1,0
nm0399196,,
nm1356185,,
nm1918877,,
nm0373673,2,2
nm1456861,2,2
nm9634132,6,0
nm1429382,0,2
nm2233609,,
nm0759368,25,29
nm1507245,0,2
nm0082835,3,0
nm7169171,,
nm5521959,,
nm0893186,1,1
nm0316306,8,24
nm0935062,1,0
nm1346543,6,2
nm2345974,,
nm1244760,4,8
nm0682757,19,16
nm1740044,,
nm0073688,4,42
nm1534594,14,25
nm0056217,10,13
nm0695196,1,0
nm2108295,17,12
nm6840460,,
nm0772018,,
nm0592583,1,0
nm3224298,,
nm0395368,1,3
nm4347209,,
nm1203781,,
nm0356374,,
nm7978876,,
nm0783118,,
nm0937306,0,4
nm0101750,0,5
nm5892309,,
nm0000382,62,80
nm5162155,,
nm5246174,1,0
nm0001282,2,4
nm0893676,4,2
nm4732870,0,1
nm0808981,,
nm0339245,4,8
nm2774640,,
nm0655463,,
nm0350957,9,10
nm0689187,8,12
nm7438966,0,1
nm1601643,,
nm8585522,,
nm1482754,0,2
nm8174444,0,1
nm0258531,27,18
nm1460498,1,3
nm2755970,1,3
nm0308042,11,28
nm0639159,3,5
nm2262138,4,5
nm0604169,17,14
nm0649801,3,1
nm0177981,0,1
nm2820581,,
nm5201698,0,1
nm0449863,6,7
nm2029182,0,2
nm0430064,1,0
nm4982082,,
nm0184616,5,1
nm0497183,5,3
nm3334744,,
nm0580829,2,0
nm3258082,1,3
nm0782682,1,3
nm4074404,0,3
nm2243554,0,2
nm2339107,6,2
nm1255719,2,0
nm0750275,5,8
nm2283012,5,3
nm1062304,2,4
nm4311206,0,2
nm3178574,1,3
nm1715466,4,9
nm2750021,3,9
nm10635936,13,22
nm1451398,4,4
nm4704895,6,4
nm0046985,,
nm2027419,10,22
nm3972168,,
nm0882403,16,11
nm4983910,,
nm4429579,0,1
nm0067101,13,4
nm0359387,4,6
nm0831370,1,2
nm0791656,,
nm1746046,,
nm1016044,,
nm4093242,6,5
nm4725725,1,1
nm1644478,,
nm0295740,,
nm4285142,3,4
nm3121101,,
nm1580482,,
nm0545701,10,2
nm0210352,,
nm0583287,6,3
nm1375169,6,1
nm0440799,,
nm0747902,,
nm8647897,,
nm0464398,1,2
nm0259589,5,11
nm0664257,0,2
nm0127804,3,5
nm3003577,1,0
nm0464548,0,3
nm3363938,,
nm0394409,0,1
nm4141599,12,16
nm0144809,,
nm3563056,,
nm0368693,1,0
nm0146068,3,3
nm1398739,2,1
nm1151954,,
nm9307298,,
nm2151439,,
nm0233555,3,5
nm0892045,,
nm2737486,12,7
nm0159726,1,4
nm0407332,0,2
nm0802168,2,2
nm0367059,,
nm0176929,0,2
nm2830283,0,3
nm2428840,,
nm0702855,,
nm0891554,2,7
nm0868153,56,53
nm0423532,0,3
nm0384825,4,10
nm2081151,1,1
nm0198868,1,1
nm1312575,24,29
nm3442552,,
nm0032925,0,3
nm10729384,2,5
nm0008030,,
nm0660522,,
nm0028393,4,0
nm1480916,12,4
nm3288933,3,3
nm0025316,,
nm0848090,5,4
nm1189312,5,0
nm0467017,12,11
nm0207536,2,1
nm0128615,2,1
nm0817594,,
nm0815534,,
nm0531817,9,21
nm0523323,1,0
nm9216110,,
nm2550483,1,1
nm0805628,0,1
nm3252740,1,2
nm4372755,1,4
nm0690143,,
nm0047259,21,27
nm0222077,3,2
nm1396574,,
nm6482555,,
nm0315553,,
nm4657066,,
nm1735848,1,0
nm2766988,,
nm3651043,,
nm0631370,10,3
nm0562576,3,2
nm0809321,1,0
nm1900612,,
nm3134589,,
nm0603446,15,22
nm0005610,8,6
nm6264175,10,8
nm0226303,2,2
nm0000694,91,76
nm0463581,1,1
nm0214833,3,0
nm0886156,0,1
nm0834893,1,2
nm0165482,,
nm2446694,4,11
nm0161295,,
nm2361376,,
nm1237695,2,0
nm5067081,,
nm0504495,3,0
nm1623075,1,2
nm2272880,4,8
nm0602454,3,6
nm0164757,,
nm0068167,1,0
nm0704198,,
nm0682749,,
nm0684226,,
nm8426324,,
nm0788191,2,11
nm0255780,4,5
nm0907187,,
nm0576298,2,2
nm1562270,1,0
nm0544456,,
nm0758508,,
nm1033683,8,0
nm4269523,1,3
nm0652868,1,1
nm0837458,3,1
nm4019396,11,1
nm2415168,0,1
nm2093171,2,3
nm1779919,2,0
nm0399002,7,8
nm5281919,,
nm0944594,5,6
nm0205169,,
nm1977463,,
nm0442455,12,15
nm0502479,11,8
nm0689789,3,0
nm0522844,0,1
nm0192845,5,8
nm3021105,3,2
nm0751608,5,3
nm1168930,,
nm0042735,,
nm0906174,5,3
nm0502577,1,2
nm2097634,4,6
nm3281213,3,2
nm5866477,,
nm1240575,1,0
nm4624934,0,2
nm0000352,12,16
nm0575726,1,9
nm1410159,1,6
nm2043473,12,8
nm0615518,,
nm0002076,1,5
nm1847677,4,10
nm2254779,0,6
nm0232702,,
nm7594197,,
nm0347882,,
nm0424466,4,4
nm2320629,6,9
nm0500329,1,6
nm2674743,7,3
nm0757976,1,1
nm3603873,17,14
nm0377623,6,2
nm3347121,,
nm1897444,4,1
nm1079776,0,7
nm0508483,,
nm10536451,,
nm9942830,,
nm1360920,5,12
nm1637364,1,2
nm0301826,6,8
nm1020548,4,0
nm1131817,0,1
nm9290266,,
nm0400071,9,8
nm4060320,,
nm0431954,8,19
nm0231979,0,1
nm0916852,1,0
nm2131376,,
nm0798517,1,1
nm0139239,6,3
nm1349374,,
nm0776114,3,4
nm0387306,8,12
nm4369743,7,10
nm0945481,14,3
nm0826259,,
nm0652261,,
nm0526467,,
nm1550026,2,0
nm0078246,,
nm3192191,,
nm2163910,3,1
nm1054434,,
nm3499726,7,7
nm0465551,26,20
nm6527118,30,17
nm1651446,7,2
nm1166099,,
nm2254001,5,10
nm0625789,7,20
nm9440634,,
nm0028017,6,5
nm3670185,3,2
nm2986595,3,1
nm0155280,48,57
nm0076349,3,5
nm0001735,6,7
nm4657765,5,22
nm5253760,2,2
nm4878006,1,0
nm0455394,0,2
nm5569508,,
nm0661125,,
nm0685314,,
nm0205827,3,0
nm0300415,,
nm0629933,3,24
nm1184988,0,4
nm0317328,4,3
nm0130369,4,1
nm0198202,1,1
nm0565198,,
nm1032308,1,0
nm0429037,,
nm3990510,3,0
nm3136289,1,4
nm1484768,,
nm0062960,0,1
nm0945703,,
nm1957771,,
nm2000954,2,4
nm2092073,,
nm5663366,6,3
nm0406334,37,68
nm2570831,0,2
nm0689121,2,2
nm0381273,2,4
nm3086049,11,25
nm8767742,,
nm1108836,5,4
nm0881145,,
nm1288766,4,2
nm0671877,0,1
nm2244088,7,11
nm0410533,1,1
nm1643821,18,7
nm0998551,0,3
nm0122672,8,7
nm5029090,,
nm0409459,2,9
nm0037136,12,16
nm5525511,,
nm1894313,,
nm3241497,1,4
nm3550511,10,10
nm3495453,1,0
nm1733016,0,1
nm0194866,11,2
nm1950060,,
nm1485793,0,3
nm1414846,7,3
nm1568126,7,2
nm3360511,2,3
nm0206695,1,6
nm0213139,2,7
nm0068691,2,3
nm1573783,7,8
nm3733146,,
nm8113713,,
nm2432218,22,23
nm0122653,9,5
nm3636421,,
nm2611971,,
nm0193508,3,17
nm0056651,,
nm2205622,1,0
nm0783585,,
nm0617655,,
nm2202341,6,0
nm0622532,1,2
nm1259692,,
nm1447424,5,0
nm0798749,1,0
nm0335489,5,1
nm0828099,5,4
nm3357513,2,6
nm0029234,,
nm0010320,,
nm1097225,1,1
nm1072061,,
nm4915522,1,0
nm0237123,,
nm0065259,1,0
nm1643193,,
nm4913638,,
nm0450123,24,5
nm2843290,,
nm0822494,,
nm0403981,2,0
nm0506746,3,5
nm0327120,14,18
nm4309372,,
nm0533381,0,1
nm0014050,0,2
nm0216484,,
nm4135794,,
nm0816337,6,1
nm0040564,0,1
nm10840844,5,5
nm1840844,1,0
nm3628670,0,1
nm0001844,5,4
nm0059727,0,3
nm1531934,2,2
nm0248054,2,2
nm1438520,7,0
nm0042155,,
nm1322402,1,1
nm0056006,3,3
nm0702477,18,13
nm0618729,24,5
nm1228976,,
nm0294394,5,6
nm2238569,,
nm0574430,2,2
nm0102434,1,5
nm3461766,,
nm6866164,1,1
nm0343126,,
nm0369730,1,2
nm0781952,0,3
nm0343185,4,6
nm0939260,0,2
nm0431762,,
nm2717260,1,2
nm10696487,,
nm0707856,,
nm3975695,1,6
nm5402490,,
nm0270478,1,1
nm2154278,,
nm0832087,4,3
nm1242054,4,8
nm8549987,,
nm2669402,3,3
nm2683834,3,2
nm5768042,,
nm0288399,,
nm3233030,,
nm8740701,,
nm0921345,20,12
nm0339911,,
nm0269209,0,1
nm3699074,2,4
nm0322144,10,5
nm2768482,0,1
nm0532723,2,8
nm2916895,8,5
nm0166394,29,83
nm0873608,4,0
nm0660893,0,5
nm1206844,17,54
nm0824677,,
nm0480575,,
nm0340894,,
nm0872482,0,1
nm0605514,1,0
nm1564830,,
nm10709088,,
nm0785193,,
nm0511277,5,4
nm0004206,,
nm3351620,,
nm7517649,,
nm1258535,5,6
nm0074719,1,2
nm1313865,2,10
nm5374119,0,1
nm0739677,9,4
nm0295384,,
nm1918500,,
nm1252857,0,7
nm1992709,,
nm0706173,5,3
nm1201869,1,2
nm0764982,5,16
nm2264272,5,3
nm0138609,0,1
nm0678027,,
nm0526019,21,22
nm5507490,,
nm4432273,1,0
nm4876391,2,6
nm0676577,24,16
nm2805011,,
nm0804580,,
nm2295916,2,4
nm0496969,82,72
nm1248879,,
nm0355126,1,1
nm0684336,0,6
nm0454355,2,0
nm4231266,,
nm0912876,,
nm3418586,,
nm0652533,3,2
nm0755345,24,12
nm0771420,,
nm0449177,,
nm0138809,14,20
nm0182276,44,44
nm0687198,,
nm0528381,,
nm1665004,6,24
nm3298998,,
nm1386928,0,5
nm0708385,1,0
nm3360302,1,0
nm1322562,1,2
nm0931724,6,13
nm5021208,,
nm3807209,5,3
nm0060430,,
nm1513321,3,1
nm0951055,24,11
nm0785029,2,6
nm3678460,5,1
nm0692358,12,26
nm3451359,2,1
nm0176960,,
nm0427137,,
nm2809844,2,0
nm0403826,4,0
nm2339200,0,1
nm5368513,2,3
nm10993345,,
nm0726935,14,3
nm0269533,7,4
nm3173663,2,1
nm1312731,0,7
nm0070391,,
nm0720462,8,5
nm0070767,,
nm5747662,,
nm4179382,3,9
nm1632407,,
nm0632722,0,1
nm10021724,,
nm0796505,,
nm0169662,,
nm0000362,14,43
nm0690390,,
nm6464647,,
nm0270822,9,11
nm1637859,10,10
nm1017032,,
nm0092151,,
nm1980229,5,1
nm0165136,3,0
nm0550004,2,2
nm1393762,1,3
nm0157222,1,2
nm3442182,1,3
nm0574643,40,9
nm8818858,,
nm1247781,,
nm0003904,0,1
nm0304830,0,7
nm2572627,,
nm0868623,6,9
nm0935253,0,2
nm3584100,2,0
nm10051831,,
nm0240627,,
nm0375973,,
nm0007672,,
nm1938064,7,5
nm1712383,4,0
nm1992193,14,45
nm1957810,0,4
nm0947681,7,3
nm0658837,1,2
nm0616673,7,1
nm0493894,,
nm1111796,0,4
nm0385760,,
nm0286229,,
nm7849505,,
nm7414630,0,4
nm0069074,2,7
nm3290999,0,4
nm1869088,,
nm2281541,0,1
nm5160867,1,0
nm0429958,6,14
nm0390103,2,5
nm1357921,5,9
nm0175916,16,33
nm0414144,3,6
nm0384863,,
nm2013928,3,0
nm2128320,,
nm1757681,,
nm3257659,1,0
nm1959639,,
nm0477917,,
nm2310012,1,0
nm1029720,4,0
nm0586136,,
nm3844590,0,1
nm4692000,,
nm0474539,2,11
nm0237648,0,3
nm7409526,2,14
nm1743370,0,2
nm0294266,0,1
nm0887708,11,0
nm0302916,14,12
nm0310802,1,4
nm2190385,,
nm0212707,10,20
nm1508002,,
nm0788058,1,0
nm0500896,8,5
nm2859456,,
nm2513556,2,0
nm0215772,,
nm3168965,,
nm0885188,1,1
nm0061522,7,9
nm0813534,9,12
nm1047683,0,1
nm0915316,1,0
nm4181440,,
nm1142116,2,0
nm0251630,1,2
nm11239550,,
nm8522023,,
nm0774802,1,1
nm0812874,0,2
nm1701255,2,3
nm3677861,,
nm5546328,,
nm1300275,0,1
nm0275270,1,1
nm0941262,7,20
nm1839942,1,1
nm1880561,1,1
nm0007037,6,3
nm0831207,1,2
nm0248063,5,33
nm0262904,,
nm1442372,,
nm0842642,,
nm0096025,,
nm0004056,36,68
nm0334123,,
nm0409757,5,1
nm1502099,,
nm0240439,1,2
nm0639965,0,6
nm3396318,9,31
nm9925048,0,3
nm1439333,13,18
nm2463660,0,1
nm0010818,1,0
nm5461014,24,24
nm0025629,4,2
nm0782271,8,1
nm0781756,3,0
nm2401477,1,0
nm2148861,0,1
nm5164020,,
nm0223919,0,1
nm0914524,0,1
nm0193824,2,0
nm0659225,,
nm0258784,7,13
nm0458439,,
nm2435139,,
nm0448949,3,0
nm3349927,,
nm4326072,0,1
nm3291600,,
nm0284465,1,2
nm1279205,1,1
nm1389141,1,0
nm0055385,0,1
nm1601644,14,19
nm4566343,0,1
nm1410336,1,3
nm2796483,7,25
nm0518569,,
nm0344155,28,25
nm0994048,1,0
nm3179860,12,10
nm2014390,7,15
nm0722980,1,1
nm0288432,8,3
nm0384864,7,14
nm2245674,1,3
nm3340268,9,16
nm0950361,4,0
nm5940365,,
nm3961347,,
nm1744237,1,8
nm0419986,1,0
nm0021577,16,18
nm0902650,2,0
nm0796102,0,1
nm0414458,,
nm1989547,1,2
nm0094565,3,5
nm0005632,,
nm3966897,2,3
nm0536632,1,6
nm4532683,1,0
nm1159257,2,0
nm0800726,3,0
nm1426188,3,5
nm0659454,44,40
nm3164805,1,0
nm0337471,11,1
nm0729690,1,1
nm2499748,0,2
nm1334773,7,4
nm0223411,,
nm0844495,0,1
nm9643251,,
nm0156871,0,12
nm2047699,1,3
nm7439061,,
nm5071793,,
nm0484761,,
nm7342819,0,1
nm6404549,0,1
nm0202970,13,71
nm1768158,2,0
nm0870311,3,2
nm1015002,,
nm2287168,0,1
nm2821155,,
nm3819854,1,1
nm0801243,0,2
nm8380086,0,3
nm2459150,0,1
nm0142587,,
nm4307034,,
nm0645516,7,6
nm4813513,1,8
nm3210041,1,0
nm1168564,2,1
nm0796657,,
nm0638080,2,3
nm1202628,3,1
nm0802679,1,7
nm9368132,,
nm0463433,2,4
nm0800098,9,20
nm0905592,8,2
nm0994310,1,0
nm0002887,0,3
nm6119117,0,1
nm2618142,0,1
nm2568583,0,1
nm0381435,,
nm1473098,,
nm0354649,0,2
nm1154192,4,3
nm4771979,,
nm0619946,4,1
nm0898063,32,31
nm4353684,,
nm1238851,,
nm0354793,1,0
nm0000381,15,25
nm4406221,,
nm2525426,7,15
nm1015909,1,4
nm0463596,4,5
nm0728307,2,4
nm0833534,,
nm6995477,,
nm2594913,2,3
nm0381230,3,6
nm2371817,2,4
nm0489309,2,6
nm1798333,2,1
nm5193693,,
nm0452220,5,0
nm1831686,,
nm0750857,1,0
nm3301853,2,0
nm0192466,,
nm1852383,1,5
nm0275312,,
nm3664884,2,2
nm1497680,0,1
nm5411588,6,2
nm1691239,9,2
nm1012102,0,1
nm0859853,3,1
nm0650960,0,1
nm0033009,0,1
nm1287548,1,0
nm6465752,2,2
nm3923018,,
nm4159489,,
nm4905018,2,9
nm0907138,1,1
nm5046293,0,1
nm0715781,8,29
nm1029659,,
nm0342037,3,2
nm0003600,,
nm0233123,12,16
nm0633729,4,11
nm1922887,1,5
nm1023437,2,0
nm2674977,13,4
nm5619048,,
nm0137830,6,9
nm0647303,7,3
nm0798788,2,33
nm1475928,,
nm1206631,,
nm0218289,1,5
nm1572674,10,12
nm2581639,3,2
nm0309243,,
nm1572273,1,2
nm1303240,1,0
nm0760120,,
nm1818032,25,71
nm0172781,6,2
nm0898773,4,9
nm0907296,0,1
nm0447314,1,4
nm1424878,7,3
nm1789466,,
nm0136552,0,1
nm0414910,,
nm2310077,11,3
nm0644393,2,3
nm0399497,,
nm1020310,1,0
nm0456709,1,1
nm2307440,,
nm0765761,5,2
nm0790242,,
nm1190419,,
nm1263093,4,2
nm3992450,,
nm9445831,0,1
nm1321189,,
nm0598229,,
nm0098208,2,0
nm1542818,,
nm1384721,5,5
nm0019247,39,32
nm1222874,2,4
nm0081946,0,3
nm2660273,9,15
nm0076779,2,3
nm1098493,0,2
nm3978798,,
nm1729193,0,5
nm0995595,0,1
nm0296360,6,11
nm0521601,25,42
nm0038953,,
nm0776980,,
nm0486560,18,18
nm0664582,7,8
nm2410382,10,10
nm5393650,,
nm0499939,3,3
nm3035042,,
nm0763610,0,2
nm0847294,1,1
nm5400704,1,4
nm0430782,,
nm0240201,1,0
nm5616219,7,5
nm4998490,0,2
nm10466690,,
nm1195064,21,31
nm0919041,7,4
nm0789496,5,3
nm1366960,0,2
nm3325510,2,6
nm2134474,11,4
nm3435104,,
nm1145319,,
nm0929621,,
nm0452221,5,5
nm5282775,1,0
nm0626090,5,4
nm7073782,,
nm1194342,0,3
nm1959930,,
nm0843604,6,5
nm0955353,2,0
nm0928267,,
nm0168079,7,1
nm1902142,1,5
nm0225144,,
nm8467060,,
nm0788555,0,1
nm0000199,52,122
nm3845578,,
nm0146709,2,2
nm0177034,5,9
nm10934199,,
nm3689306,,
nm3008574,,
nm3293356,4,7
nm10581102,,
nm3963944,,
nm5578401,,
nm2099669,,
nm7032124,,
nm5304764,7,10
nm0134396,2,3
nm2587908,4,6
nm2043837,1,1
nm1828598,,
nm6836609,,
nm0178842,,
nm2769505,,
nm3812610,7,7
nm0140967,3,2
nm2488331,0,1
nm4673860,,
nm0792042,0,2
nm0760635,,
nm1975630,0,1
nm6826239,1,4
nm4447100,,
nm0485897,,
nm5740736,1,2
nm1266863,1,6
nm0102929,0,1
nm1136776,2,2
nm0872274,2,1
nm0744721,7,8
nm3984627,0,3
nm0917186,,
nm0382352,,
nm0039453,,
nm0398596,2,0
nm0505934,0,1
nm0880323,,
nm4332182,,
nm7932641,1,3
nm6918024,,
nm0806492,0,1
nm0950593,0,3
nm0001682,18,12
nm2203853,9,0
nm0534613,,
nm1347708,2,3
nm8399396,,
nm0475595,,
nm1878916,19,14
nm6757052,,
nm2015419,,
nm0509828,1,5
nm0398825,5,4
nm0356867,13,12
nm3464122,,
nm6278344,,
nm2076645,0,1
nm0337765,,
nm0001486,39,52
nm3932585,,
nm11159383,,
nm4069612,3,3
nm2002381,2,0
nm0064181,3,11
nm0158797,1,3
nm0548375,0,1
nm4061153,1,0
nm0261826,2,0
nm0560527,0,1
nm4627575,0,1
nm0584474,3,0
nm4925484,10,3
nm0883357,,
nm0423645,2,3
nm0184027,,
nm0918554,2,3
nm0337885,7,7
nm2208161,1,0
nm0905376,1,1
nm0403226,,
nm0005783,,
nm0001441,12,36
nm2803413,,
nm3794230,3,5
nm3473990,,
nm4739106,0,2
nm8559015,0,1
nm0931727,0,2
nm2669564,1,10
nm0235719,1,3
nm1370536,3,6
nm0946092,0,4
nm0451126,2,8
nm3844801,8,10
nm5703365,4,3
nm0381478,1,4
nm0501419,,
nm0904361,1,0
nm4569306,,
nm0541677,2,0
nm0111084,,
nm0917057,1,2
nm0415059,0,1
nm0842476,1,0
nm0527963,8,0
nm1839607,,
nm1964584,0,3
nm4774823,3,4
nm1751624,,
nm0629075,,
nm4246641,,
nm2208820,14,17
nm0035830,1,0
nm2764905,3,0
nm1022455,59,54
nm1186589,2,5
nm4906548,3,9
nm3576619,6,4
nm1118659,3,0
nm0080315,9,6
nm0251243,1,0
nm4715578,4,0
nm0744480,2,0
nm0946750,5,6
nm0010205,2,2
nm2669605,,
nm1902283,1,3
nm3602295,,
nm1898444,,
nm0989920,1,0
nm1242277,,
nm0850227,1,0
nm1268721,3,0
nm10700391,4,4
nm1827614,12,3
nm8353804,0,1
nm0035529,11,11
nm0280564,0,1
nm0844326,,
nm3188011,4,11
nm0706819,,
nm0173058,,
nm0322128,7,27
nm0212543,,
nm0136882,,
nm1376035,0,4
nm0229805,1,0
nm5928226,1,1
nm4716566,,
nm0247484,,
nm0533212,2,0
nm2622478,1,0
nm0300566,,
nm0003423,4,9
